11-Dec-19,13:04:54.164 7        0d00 atm_tasks::outputdebugtasks, Name: Task 1, Calculated deadline: 2011-12-19 23:20:00
11-Dec-19,13:04:54.164 7        0d00 atm_tasks::outputdebugtasks, Name: Task 2, Calculated deadline: 2011-12-19 23:00:00
11-Dec-19,13:04:54.164 7        0d00 atm_tasks::outputdebugtasks, Name: Task 3, Calculated deadline: 
11-Dec-19,13:04:54.164 7        0d00 atm_tasks::outputdebugtasks, Name: Task 4, Calculated deadline: 2011-12-20 00:00:00
11-Dec-19,13:04:54.164 7        0d00 atm_tasks::outputdebugtasks, Name: Task 5, Calculated deadline: 2011-12-18 00:00:00
11-Dec-19,13:04:54.165 7        0d00 atm_tasks::outputdebugtasks, Name: Task 6, Calculated deadline: 2011-12-19 20:00:00
11-Dec-19,13:04:54.165 7        0d00 atm_tasks::outputdebugtasks, Name: Task 7, Calculated deadline: 
11-Dec-19,13:04:54.165 7        0d00 atm_tasks::outputdebugtasks, Name: Task 8, Calculated deadline: 
11-Dec-19,13:04:54.165 7        0d00 atm_tasks::insertTaskToSchedule, Inserting task 1
11-Dec-19,13:04:54.165 7        0d00 ent_dependency::depend_parents, Getting tasks that task 1 depends on.
11-Dec-19,13:04:54.166 7        0d00 ent_dependency::depend_parents, Tasks found: 1
11-Dec-19,13:04:54.166 7        0d00 ent_dependency::depend_parents, Getting tasks that task 2 depends on.
11-Dec-19,13:04:54.167 7        0d00 ent_dependency::depend_parents, Tasks found: 0
11-Dec-19,13:04:54.167 7        0d00 ent_dependency::depend_children, Getting children of 1
11-Dec-19,13:04:54.167 7        0d00 ent_dependency::depend_children, Tasks found: 1
11-Dec-19,13:04:54.168 7        0d00 ent_dependency::depend_children, Getting children of 4
11-Dec-19,13:04:54.168 7        0d00 ent_dependency::depend_children, Tasks found: 0
11-Dec-19,13:04:54.169 7        0d00 atm_tasks::insertTaskToSchedule, Skipping all parents. Parent count: 1
11-Dec-19,13:04:54.169 7        0d00 atm_tasks::insertTaskToSchedule, rightMostParentIdx = -1
11-Dec-19,13:04:54.169 7        0d00 atm_tasks::insertTaskToSchedule, rightMostParentIdx = -1
11-Dec-19,13:04:54.170 7        0d00 atm_tasks::insertTaskToSchedule, End of all parents: 2011-12-19 13:04:54
11-Dec-19,13:04:54.170 7        0d00 atm_tasks::insertTaskToSchedule, Schedule End time: 2011-12-19 13:04:54
11-Dec-19,13:04:54.170 7        0d00 atm_tasks::insertTaskToSchedule, Task end: 
11-Dec-19,13:04:54.170 7        0d00 atm_tasks::insertTaskToSchedule, Task 1 added at time position 2011-12-19 13:04:54
11-Dec-19,13:04:54.170 7        0d00 atm_tasks::calculateActualTimes, Task 1 duration: 1200 s
11-Dec-19,13:04:54.171 7        0d00 atm_tasks::calculateActualTimes, Old starttime = 1324317894
11-Dec-19,13:04:54.171 7        0d00 atm_tasks::calculateActualTimes, Timeest = 00:20
11-Dec-19,13:04:54.171 7        0d00 atm_tasks::calculateActualTimes, New starttime = 1324319094
11-Dec-19,13:04:54.171 7        0d00 atm_tasks::calculateActualTimes, Task 1 start time: 13:04:54
11-Dec-19,13:04:54.171 7        0d00 atm_tasks::calculateActualTimes, Task 1 end time: 13:24:54
11-Dec-19,13:04:54.172 7        0d00 atm_tasks::insertTaskToSchedule, Current schedule for user 1:
11-Dec-19,13:04:54.172 7        0d00 atm_tasks::insertTaskToSchedule,   1 start time = 2011-12-19 13:04:54
11-Dec-19,13:04:54.172 7        0d00 atm_tasks::insertTaskToSchedule, Inserting task 2
11-Dec-19,13:04:54.172 7        0d00 ent_dependency::depend_parents, Getting tasks that task 2 depends on.
11-Dec-19,13:04:54.173 7        0d00 ent_dependency::depend_parents, Tasks found: 0
11-Dec-19,13:04:54.173 7        0d00 ent_dependency::depend_children, Getting children of 2
11-Dec-19,13:04:54.173 7        0d00 ent_dependency::depend_children, Tasks found: 1
11-Dec-19,13:04:54.174 7        0d00 ent_dependency::depend_children, Getting children of 1
11-Dec-19,13:04:54.174 7        0d00 ent_dependency::depend_children, Tasks found: 1
11-Dec-19,13:04:54.174 7        0d00 ent_dependency::depend_children, Getting children of 4
11-Dec-19,13:04:54.175 7        0d00 ent_dependency::depend_children, Tasks found: 0
11-Dec-19,13:04:54.175 7        0d00 atm_tasks::insertTaskToSchedule, Skipping all parents. Parent count: 0
11-Dec-19,13:04:54.175 7        0d00 atm_tasks::insertTaskToSchedule, rightMostParentIdx = -1
11-Dec-19,13:04:54.176 7        0d00 atm_tasks::insertTaskToSchedule, rightMostParentIdx = -1
11-Dec-19,13:04:54.176 7        0d00 atm_tasks::insertTaskToSchedule, End of all parents: 2011-12-19 13:04:54
11-Dec-19,13:04:54.176 7        0d00 atm_tasks::insertTaskToSchedule, Schedule End time: 2011-12-19 13:04:54
11-Dec-19,13:04:54.176 7        0d00 atm_tasks::insertTaskToSchedule, Task end: 
11-Dec-19,13:04:54.176 7        0d00 atm_tasks::insertTaskToSchedule, Task 2 added at time position 2011-12-19 13:04:54
11-Dec-19,13:04:54.177 7        0d00 atm_tasks::insertTaskToSchedule, Removing task 1
11-Dec-19,13:04:54.177 7        0d00 atm_tasks::insertTaskToSchedule, Inserting task 1
11-Dec-19,13:04:54.177 7        0d00 ent_dependency::depend_parents, Getting tasks that task 1 depends on.
11-Dec-19,13:04:54.178 7        0d00 ent_dependency::depend_parents, Tasks found: 1
11-Dec-19,13:04:54.178 7        0d00 ent_dependency::depend_parents, Getting tasks that task 2 depends on.
11-Dec-19,13:04:54.178 7        0d00 ent_dependency::depend_parents, Tasks found: 0
11-Dec-19,13:04:54.178 7        0d00 ent_dependency::depend_children, Getting children of 1
11-Dec-19,13:04:54.179 7        0d00 ent_dependency::depend_children, Tasks found: 1
11-Dec-19,13:04:54.179 7        0d00 ent_dependency::depend_children, Getting children of 4
11-Dec-19,13:04:54.179 7        0d00 ent_dependency::depend_children, Tasks found: 0
11-Dec-19,13:04:54.180 7        0d00 atm_tasks::insertTaskToSchedule, Skipping all parents. Parent count: 1
11-Dec-19,13:04:54.180 7        0d00 atm_tasks::insertTaskToSchedule, rightMostParentIdx = 0
11-Dec-19,13:04:54.180 7        0d00 atm_tasks::insertTaskToSchedule, Task 2 skipped
11-Dec-19,13:04:54.181 7        0d00 atm_tasks::insertTaskToSchedule, rightMostParentIdx = -1
11-Dec-19,13:04:54.181 7        0d00 atm_tasks::calculateActualTimes, Task 2 duration: 3000 s
11-Dec-19,13:04:54.181 7        0d00 atm_tasks::calculateActualTimes, Old starttime = 1324317894
11-Dec-19,13:04:54.181 7        0d00 atm_tasks::calculateActualTimes, Timeest = 00:50
11-Dec-19,13:04:54.181 7        0d00 atm_tasks::calculateActualTimes, New starttime = 1324320894
11-Dec-19,13:04:54.182 7        0d00 atm_tasks::calculateActualTimes, Task 2 start time: 13:04:54
11-Dec-19,13:04:54.182 7        0d00 atm_tasks::calculateActualTimes, Task 2 end time: 13:54:54
11-Dec-19,13:04:54.182 7        0d00 atm_tasks::insertTaskToSchedule, End of all parents: 2011-12-19 13:54:54
11-Dec-19,13:04:54.182 7        0d00 atm_tasks::insertTaskToSchedule, Schedule End time: 2011-12-19 13:54:54
11-Dec-19,13:04:54.182 7        0d00 atm_tasks::insertTaskToSchedule, Task end: 13:24:54
11-Dec-19,13:04:54.183 7        0d00 atm_tasks::insertTaskToSchedule, Task 1 is not added due to its deadline: end of schedule: 1324320894, insLength = 1200, insDeadline = 1324319094
11-Dec-19,13:04:54.183 7        0d00 atm_tasks::calculateActualTimes, Task 2 duration: 3000 s
11-Dec-19,13:04:54.183 7        0d00 atm_tasks::calculateActualTimes, Old starttime = 1324317894
11-Dec-19,13:04:54.183 7        0d00 atm_tasks::calculateActualTimes, Timeest = 00:50
11-Dec-19,13:04:54.183 7        0d00 atm_tasks::calculateActualTimes, New starttime = 1324320894
11-Dec-19,13:04:54.183 7        0d00 atm_tasks::calculateActualTimes, Task 2 start time: 13:04:54
11-Dec-19,13:04:54.184 7        0d00 atm_tasks::calculateActualTimes, Task 2 end time: 13:54:54
11-Dec-19,13:07:23.699 5 **     93ba sm_debug::write, Index file request: /tasks
11-Dec-19,13:07:23.710 7        93ba sm_atm::__construct, Starting ATM: atm_tasks, ACP: 
11-Dec-19,13:07:23.711 7        93ba sm_sess::_open, save_path = C:\MyFiles\WebSites\whatdoido/sessions
11-Dec-19,13:07:23.717 7        93ba ent_task::getOpenList, Getting open task list: 0, 0, 0, 0
11-Dec-19,13:07:23.719 7        93ba ent_task::getOpenList, Tasks found: 8
11-Dec-19,13:07:23.719 7        93ba atm_tasks::outputdebugtasks, Name: Task 1, Calculated deadline: 
11-Dec-19,13:07:23.719 7        93ba atm_tasks::outputdebugtasks, Name: Task 2, Calculated deadline: 
11-Dec-19,13:07:23.719 7        93ba atm_tasks::outputdebugtasks, Name: Task 3, Calculated deadline: 
11-Dec-19,13:07:23.720 7        93ba atm_tasks::outputdebugtasks, Name: Task 4, Calculated deadline: 2011-12-20 00:00:00
11-Dec-19,13:07:23.720 7        93ba atm_tasks::outputdebugtasks, Name: Task 5, Calculated deadline: 2011-12-18 00:00:00
11-Dec-19,13:07:23.720 7        93ba atm_tasks::outputdebugtasks, Name: Task 6, Calculated deadline: 2011-12-19 20:00:00
11-Dec-19,13:07:23.720 7        93ba atm_tasks::outputdebugtasks, Name: Task 7, Calculated deadline: 
11-Dec-19,13:07:23.720 7        93ba atm_tasks::outputdebugtasks, Name: Task 8, Calculated deadline: 
11-Dec-19,13:07:23.721 7        93ba atm_tasks::adjustParentDeadline, Task ID: 1
11-Dec-19,13:07:23.721 7        93ba atm_tasks::adjustParentDeadline, Task ID: 2
11-Dec-19,13:07:23.721 7        93ba atm_tasks::adjustParentDeadline, Task ID: 3
11-Dec-19,13:07:23.721 7        93ba atm_tasks::adjustParentDeadline, Task ID: 4
11-Dec-19,13:07:23.722 7        93ba ent_dependency::depend_parents, Getting tasks that task 4 depends on.
11-Dec-19,13:07:23.722 7        93ba ent_dependency::depend_parents, Tasks found: 1
11-Dec-19,13:07:23.723 7        93ba atm_tasks::adjustParentDeadline, Setting deadline for task (no deadline before): 1, new deadline: 2011-12-19 23:20:00
11-Dec-19,13:07:23.723 7        93ba atm_tasks::adjustParentDeadline, Task ID: 1
11-Dec-19,13:07:23.723 7        93ba ent_dependency::depend_parents, Getting tasks that task 1 depends on.
11-Dec-19,13:07:23.724 7        93ba ent_dependency::depend_parents, Tasks found: 1
11-Dec-19,13:07:23.724 7        93ba atm_tasks::adjustParentDeadline, Setting deadline for task (no deadline before): 2, new deadline: 2011-12-19 23:00:00
11-Dec-19,13:07:23.724 7        93ba atm_tasks::adjustParentDeadline, Task ID: 2
11-Dec-19,13:07:23.725 7        93ba ent_dependency::depend_parents, Getting tasks that task 2 depends on.
11-Dec-19,13:07:23.725 7        93ba ent_dependency::depend_parents, Tasks found: 0
11-Dec-19,13:07:23.725 7        93ba atm_tasks::adjustParentDeadline, Task ID: 5
11-Dec-19,13:07:23.726 7        93ba ent_dependency::depend_parents, Getting tasks that task 5 depends on.
11-Dec-19,13:07:23.726 7        93ba ent_dependency::depend_parents, Tasks found: 0
11-Dec-19,13:07:23.726 7        93ba atm_tasks::adjustParentDeadline, Task ID: 6
11-Dec-19,13:07:23.727 7        93ba ent_dependency::depend_parents, Getting tasks that task 6 depends on.
11-Dec-19,13:07:23.727 7        93ba ent_dependency::depend_parents, Tasks found: 0
11-Dec-19,13:07:23.727 7        93ba atm_tasks::adjustParentDeadline, Task ID: 7
11-Dec-19,13:07:23.728 7        93ba atm_tasks::adjustParentDeadline, Task ID: 8
11-Dec-19,13:07:23.728 7        93ba atm_tasks::outputdebugtasks, Name: Task 1, Calculated deadline: 2011-12-19 23:20:00
11-Dec-19,13:07:23.728 7        93ba atm_tasks::outputdebugtasks, Name: Task 2, Calculated deadline: 2011-12-19 23:00:00
11-Dec-19,13:07:23.728 7        93ba atm_tasks::outputdebugtasks, Name: Task 3, Calculated deadline: 
11-Dec-19,13:07:23.729 7        93ba atm_tasks::outputdebugtasks, Name: Task 4, Calculated deadline: 2011-12-20 00:00:00
11-Dec-19,13:07:23.729 7        93ba atm_tasks::outputdebugtasks, Name: Task 5, Calculated deadline: 2011-12-18 00:00:00
11-Dec-19,13:07:23.729 7        93ba atm_tasks::outputdebugtasks, Name: Task 6, Calculated deadline: 2011-12-19 20:00:00
11-Dec-19,13:07:23.729 7        93ba atm_tasks::outputdebugtasks, Name: Task 7, Calculated deadline: 
11-Dec-19,13:07:23.730 7        93ba atm_tasks::outputdebugtasks, Name: Task 8, Calculated deadline: 
11-Dec-19,13:07:23.730 7        93ba atm_tasks::insertTaskToSchedule, Inserting task 1
11-Dec-19,13:07:23.730 7        93ba ent_dependency::depend_parents, Getting tasks that task 1 depends on.
11-Dec-19,13:07:23.731 7        93ba ent_dependency::depend_parents, Tasks found: 1
11-Dec-19,13:07:23.731 7        93ba ent_dependency::depend_parents, Getting tasks that task 2 depends on.
11-Dec-19,13:07:23.731 7        93ba ent_dependency::depend_parents, Tasks found: 0
11-Dec-19,13:07:23.732 7        93ba ent_dependency::depend_children, Getting children of 1
11-Dec-19,13:07:23.732 7        93ba ent_dependency::depend_children, Tasks found: 1
11-Dec-19,13:07:23.732 7        93ba ent_dependency::depend_children, Getting children of 4
11-Dec-19,13:07:23.733 7        93ba ent_dependency::depend_children, Tasks found: 0
11-Dec-19,13:07:23.734 7        93ba atm_tasks::insertTaskToSchedule, Skipping all parents. Parent count: 1
11-Dec-19,13:07:23.734 7        93ba atm_tasks::insertTaskToSchedule, rightMostParentIdx = -1
11-Dec-19,13:07:23.734 7        93ba atm_tasks::insertTaskToSchedule, rightMostParentIdx = -1
11-Dec-19,13:07:23.735 7        93ba atm_tasks::insertTaskToSchedule, End of all parents: 2011-12-19 13:07:23
11-Dec-19,13:07:23.735 7        93ba atm_tasks::insertTaskToSchedule, Schedule End time: 2011-12-19 13:07:23
11-Dec-19,13:07:23.735 7        93ba atm_tasks::insertTaskToSchedule, Task end: 
11-Dec-19,13:07:23.735 7        93ba atm_tasks::insertTaskToSchedule, Task 1 added at time position 2011-12-19 13:07:23
11-Dec-19,13:07:23.736 7        93ba atm_tasks::calculateActualTimes, Task 1 duration: 1200 s
11-Dec-19,13:07:23.736 7        93ba atm_tasks::calculateActualTimes, Old starttime = 1324318043
11-Dec-19,13:07:23.736 7        93ba atm_tasks::calculateActualTimes, Timeest = 00:20
11-Dec-19,13:07:23.736 7        93ba atm_tasks::calculateActualTimes, New starttime = 1324319243
11-Dec-19,13:07:23.736 7        93ba atm_tasks::calculateActualTimes, Task 1 start time: 13:07:23
11-Dec-19,13:07:23.737 7        93ba atm_tasks::calculateActualTimes, Task 1 end time: 13:27:23
11-Dec-19,13:07:23.737 7        93ba atm_tasks::insertTaskToSchedule, Current schedule for user 1:
11-Dec-19,13:07:23.737 7        93ba atm_tasks::insertTaskToSchedule,   1 start time = 2011-12-19 13:07:23
11-Dec-19,13:07:23.737 7        93ba atm_tasks::insertTaskToSchedule, Inserting task 2
11-Dec-19,13:07:23.737 7        93ba ent_dependency::depend_parents, Getting tasks that task 2 depends on.
11-Dec-19,13:07:23.738 7        93ba ent_dependency::depend_parents, Tasks found: 0
11-Dec-19,13:07:23.738 7        93ba ent_dependency::depend_children, Getting children of 2
11-Dec-19,13:07:23.739 7        93ba ent_dependency::depend_children, Tasks found: 1
11-Dec-19,13:07:23.739 7        93ba ent_dependency::depend_children, Getting children of 1
11-Dec-19,13:07:23.739 7        93ba ent_dependency::depend_children, Tasks found: 1
11-Dec-19,13:07:23.740 7        93ba ent_dependency::depend_children, Getting children of 4
11-Dec-19,13:07:23.740 7        93ba ent_dependency::depend_children, Tasks found: 0
11-Dec-19,13:07:23.741 7        93ba atm_tasks::insertTaskToSchedule, Skipping all parents. Parent count: 0
11-Dec-19,13:07:23.741 7        93ba atm_tasks::insertTaskToSchedule, rightMostParentIdx = -1
11-Dec-19,13:07:23.741 7        93ba atm_tasks::insertTaskToSchedule, rightMostParentIdx = -1
11-Dec-19,13:07:23.741 7        93ba atm_tasks::insertTaskToSchedule, End of all parents: 2011-12-19 13:07:23
11-Dec-19,13:07:23.741 7        93ba atm_tasks::insertTaskToSchedule, Schedule End time: 2011-12-19 13:07:23
11-Dec-19,13:07:23.742 7        93ba atm_tasks::insertTaskToSchedule, Task end: 
11-Dec-19,13:07:23.742 7        93ba atm_tasks::insertTaskToSchedule, Task 2 added at time position 2011-12-19 13:07:23
11-Dec-19,13:07:23.742 7        93ba atm_tasks::insertTaskToSchedule, Removing task 1
11-Dec-19,13:07:23.742 7        93ba atm_tasks::insertTaskToSchedule, Inserting task 1
11-Dec-19,13:07:23.742 7        93ba ent_dependency::depend_parents, Getting tasks that task 1 depends on.
11-Dec-19,13:07:23.743 7        93ba ent_dependency::depend_parents, Tasks found: 1
11-Dec-19,13:07:23.743 7        93ba ent_dependency::depend_parents, Getting tasks that task 2 depends on.
11-Dec-19,13:07:23.744 7        93ba ent_dependency::depend_parents, Tasks found: 0
11-Dec-19,13:07:23.744 7        93ba ent_dependency::depend_children, Getting children of 1
11-Dec-19,13:07:23.744 7        93ba ent_dependency::depend_children, Tasks found: 1
11-Dec-19,13:07:23.745 7        93ba ent_dependency::depend_children, Getting children of 4
11-Dec-19,13:07:23.745 7        93ba ent_dependency::depend_children, Tasks found: 0
11-Dec-19,13:07:23.746 7        93ba atm_tasks::insertTaskToSchedule, Skipping all parents. Parent count: 1
11-Dec-19,13:07:23.746 7        93ba atm_tasks::insertTaskToSchedule, rightMostParentIdx = 0
11-Dec-19,13:07:23.746 7        93ba atm_tasks::insertTaskToSchedule, Task 2 skipped
11-Dec-19,13:07:23.746 7        93ba atm_tasks::insertTaskToSchedule, rightMostParentIdx = -1
11-Dec-19,13:07:23.746 7        93ba atm_tasks::calculateActualTimes, Task 2 duration: 3000 s
11-Dec-19,13:07:23.747 7        93ba atm_tasks::calculateActualTimes, Old starttime = 1324318043
11-Dec-19,13:07:23.747 7        93ba atm_tasks::calculateActualTimes, Timeest = 00:50
11-Dec-19,13:07:23.747 7        93ba atm_tasks::calculateActualTimes, New starttime = 1324321043
11-Dec-19,13:07:23.747 7        93ba atm_tasks::calculateActualTimes, Task 2 start time: 13:07:23
11-Dec-19,13:07:23.747 7        93ba atm_tasks::calculateActualTimes, Task 2 end time: 13:57:23
11-Dec-19,13:07:23.748 1 ****** 93ba -- file: C:\MyFiles\WebSites\whatdoido\trunk\atm\tasks\atm_tasks.class.php line: 261, Error: errstr: Undefined index: end_date, errno: 8, errfile: C:\MyFiles\WebSites\whatdoido\trunk\atm\tasks\atm_tasks.class.php, errline: 261
11-Dec-19,13:07:23.748 1 ****** 93ba -- file: C:\MyFiles\WebSites\whatdoido\trunk\atm\tasks\atm_tasks.class.php line: 262, Error: errstr: Undefined index: end_date, errno: 8, errfile: C:\MyFiles\WebSites\whatdoido\trunk\atm\tasks\atm_tasks.class.php, errline: 262
11-Dec-19,13:07:23.748 7        93ba atm_tasks::insertTaskToSchedule, End of all parents: 2011-12-19 13:57:23
11-Dec-19,13:07:23.748 7        93ba atm_tasks::insertTaskToSchedule, Schedule End time: 2011-12-19 13:57:23
11-Dec-19,13:07:23.749 7        93ba atm_tasks::insertTaskToSchedule, Task end: 
11-Dec-19,13:07:23.749 7        93ba atm_tasks::insertTaskToSchedule, Task 1 added at time position 2011-12-19 13:57:23
11-Dec-19,13:07:23.749 7        93ba atm_tasks::calculateActualTimes, Task 2 duration: 3000 s
11-Dec-19,13:07:23.749 7        93ba atm_tasks::calculateActualTimes, Old starttime = 1324318043
11-Dec-19,13:07:23.749 7        93ba atm_tasks::calculateActualTimes, Timeest = 00:50
11-Dec-19,13:07:23.750 7        93ba atm_tasks::calculateActualTimes, New starttime = 1324321043
11-Dec-19,13:07:23.750 7        93ba atm_tasks::calculateActualTimes, Task 2 start time: 13:07:23
11-Dec-19,13:07:23.750 7        93ba atm_tasks::calculateActualTimes, Task 2 end time: 13:57:23
11-Dec-19,13:07:23.750 7        93ba atm_tasks::calculateActualTimes, Task 1 duration: 1200 s
11-Dec-19,13:07:23.750 7        93ba atm_tasks::calculateActualTimes, Old starttime = 1324321043
11-Dec-19,13:07:23.751 7        93ba atm_tasks::calculateActualTimes, Timeest = 00:20
11-Dec-19,13:07:23.751 7        93ba atm_tasks::calculateActualTimes, New starttime = 1324322243
11-Dec-19,13:07:23.751 7        93ba atm_tasks::calculateActualTimes, Task 1 start time: 13:57:23
11-Dec-19,13:07:23.751 7        93ba atm_tasks::calculateActualTimes, Task 1 end time: 14:17:23
11-Dec-19,13:07:23.751 7        93ba atm_tasks::insertTaskToSchedule, Current schedule for user 1:
11-Dec-19,13:07:23.751 7        93ba atm_tasks::insertTaskToSchedule,   2 start time = 2011-12-19 13:07:23
11-Dec-19,13:07:23.752 7        93ba atm_tasks::insertTaskToSchedule,   1 start time = 2011-12-19 13:57:23
11-Dec-19,13:07:23.752 7        93ba atm_tasks::calculateActualTimes, Task 2 duration: 3000 s
11-Dec-19,13:07:23.752 7        93ba atm_tasks::calculateActualTimes, Old starttime = 1324318043
11-Dec-19,13:07:23.752 7        93ba atm_tasks::calculateActualTimes, Timeest = 00:50
11-Dec-19,13:07:23.752 7        93ba atm_tasks::calculateActualTimes, New starttime = 1324321043
11-Dec-19,13:07:23.753 7        93ba atm_tasks::calculateActualTimes, Task 2 start time: 13:07:23
11-Dec-19,13:07:23.753 7        93ba atm_tasks::calculateActualTimes, Task 2 end time: 13:57:23
11-Dec-19,13:07:23.753 7        93ba atm_tasks::calculateActualTimes, Task 1 duration: 1200 s
11-Dec-19,13:07:23.753 7        93ba atm_tasks::calculateActualTimes, Old starttime = 1324321043
11-Dec-19,13:07:23.753 7        93ba atm_tasks::calculateActualTimes, Timeest = 00:20
11-Dec-19,13:07:23.754 7        93ba atm_tasks::calculateActualTimes, New starttime = 1324322243
11-Dec-19,13:07:23.754 7        93ba atm_tasks::calculateActualTimes, Task 1 start time: 13:57:23
11-Dec-19,13:07:23.754 7        93ba atm_tasks::calculateActualTimes, Task 1 end time: 14:17:23
11-Dec-19,13:07:23.754 7        93ba atm_tasks::insertTaskToSchedule, Current schedule for user 1:
11-Dec-19,13:07:23.754 7        93ba atm_tasks::insertTaskToSchedule,   2 start time = 2011-12-19 13:07:23
11-Dec-19,13:07:23.755 7        93ba atm_tasks::insertTaskToSchedule,   1 start time = 2011-12-19 13:57:23
11-Dec-19,13:07:23.755 7        93ba atm_tasks::insertTaskToSchedule, Inserting task 3
11-Dec-19,13:07:23.755 7        93ba ent_dependency::depend_parents, Getting tasks that task 3 depends on.
11-Dec-19,13:07:23.755 7        93ba ent_dependency::depend_parents, Tasks found: 0
11-Dec-19,13:07:23.756 7        93ba ent_dependency::depend_children, Getting children of 3
11-Dec-19,13:07:23.756 7        93ba ent_dependency::depend_children, Tasks found: 0
11-Dec-19,13:07:23.757 7        93ba atm_tasks::insertTaskToSchedule, Skipping all parents. Parent count: 0
11-Dec-19,13:07:23.757 7        93ba atm_tasks::insertTaskToSchedule, rightMostParentIdx = -1
11-Dec-19,13:07:23.757 7        93ba atm_tasks::insertTaskToSchedule, rightMostParentIdx = -1
11-Dec-19,13:07:23.757 7        93ba atm_tasks::insertTaskToSchedule, End of all parents: 2011-12-19 13:07:23
11-Dec-19,13:07:23.757 7        93ba atm_tasks::insertTaskToSchedule, Schedule End time: 2011-12-19 13:07:23
11-Dec-19,13:07:23.758 7        93ba atm_tasks::insertTaskToSchedule, Task end: 
11-Dec-19,13:07:23.758 7        93ba atm_tasks::insertTaskToSchedule, Task 3 added at time position 2011-12-19 13:07:23
11-Dec-19,13:07:23.758 7        93ba atm_tasks::calculateActualTimes, Task 3 duration: 3600 s
11-Dec-19,13:07:23.758 7        93ba atm_tasks::calculateActualTimes, Old starttime = 1324318043
11-Dec-19,13:07:23.758 7        93ba atm_tasks::calculateActualTimes, Timeest = 01:00
11-Dec-19,13:07:23.759 7        93ba atm_tasks::calculateActualTimes, New starttime = 1324321643
